subject_id,T2_1 Set scale (0.5 cm): pixel_length,T2_1 Set scale (0.5 cm): x1,T2_1 Set scale (0.5 cm): x2,T2_1 Set scale (0.5 cm): y1,T2_1 Set scale (0.5 cm): y2,T2_1 Tegula length: length cm,T2_1 Tegula length: pixel_length,T2_1 Tegula length: x1,T2_1 Tegula length: x2,T2_1 Tegula length: y1,T2_1 Tegula length: y2,T3_1 Were you able to measure the bee?,genus,catalogNumber,scientificName,specificEpithet,originalFilename,subspecificEpithet
75823845,249.02,1988,2237,579,576,0.21,106.04,2168,2274,1484,1481,Yes,Hesperapis,EMEC1751137,Hesperapis regularis,regularis,EMEC1751137 Hesperapis regularis.jpg,
75823850,248.03,1966,2214,574,570,0.13,65.07,2154,2219,1442,1445,Yes,Hesperapis,EMEC1751138,Hesperapis regularis,regularis,EMEC1751138 Hesperapis regularis.jpg,
75823854,149.01,2048,2197,569,567,0.31,93.01,2231,2324,1545,1546,Yes,Hesperapis,EMEC1751139,Hesperapis regularis,regularis,EMEC1751139 Hesperapis regularis.jpg,
75823858,151.05,1962,2113,587,583,0.36,107.3,2132,2239,1576,1584,Yes,Hesperapis,EMEC1751140,Hesperapis regularis,regularis,EMEC1751140 Hesperapis regularis.jpg,
75823862,247.03,1964,2211,581,577,0.2,99.18,2211,2310,1570,1564,Yes,Hesperapis,EMEC1751141,Hesperapis regularis,regularis,EMEC1751141 Hesperapis regularis.jpg,
75823866,246.03,1920,2166,583,579,0.2,96.42,2174,2270,1551,1560,Yes,Hesperapis,EMEC1751142,Hesperapis regularis,regularis,EMEC1751142 Hesperapis regularis.jpg,
75823870,214.04,2092,2288,774,860,0.27,114.0,2290,2404,1568,1567,Yes,Hesperapis,EMEC1751143,Hesperapis regularis,regularis,EMEC1751143 Hesperapis regularis.jpg,
75823874,249.03,2162,2411,589,585,0.24,119.6,2164,2283,1584,1572,Yes,Hesperapis,EMEC1751144,Hesperapis regularis,regularis,EMEC1751144 Hesperapis regularis.jpg,
75823877,248.07,1965,2213,595,589,0.21,106.02,2165,2271,1506,1504,Yes,Hesperapis,EMEC1751145,Hesperapis regularis,regularis,EMEC1751145 Hesperapis regularis.jpg,
75823881,250.03,2063,2313,564,560,0.23,117.35,2190,2307,1496,1487,Yes,Hesperapis,EMEC1751146,Hesperapis regularis,regularis,EMEC1751146 Hesperapis regularis.jpg,
75823887,254.07,1952,2206,583,577,0.2,101.02,2179,2280,1524,1526,Yes,Hesperapis,EMEC1751147,Hesperapis regularis,regularis,EMEC1751147 Hesperapis regularis.jpg,
75823893,247.13,1953,2200,593,585,0.18,90.61,2233,2322,1546,1529,Yes,Hesperapis,EMEC1751148,Hesperapis regularis,regularis,EMEC1751148 Hesperapis regularis.jpg,
75823897,150.03,2014,2164,583,580,0.26,78.31,2160,2238,1546,1553,Yes,Hesperapis,EMEC1751149,Hesperapis regularis,regularis,EMEC1751149 Hesperapis regularis.jpg,
75823902,247.05,1963,2210,578,573,0.24,117.11,2235,2352,1569,1574,Yes,Hesperapis,EMEC1751150,Hesperapis regularis,regularis,EMEC1751150 Hesperapis regularis.jpg,
75823906,246.07,1950,2196,598,592,0.2,98.99,2186,2284,1543,1557,Yes,Hesperapis,EMEC1751151,Hesperapis regularis,regularis,EMEC1751151 Hesperapis regularis.jpg,
75823910,246.07,1966,2212,586,580,0.19,93.26,2212,2305,1605,1612,Yes,Hesperapis,EMEC1751152,Hesperapis regularis,regularis,EMEC1751152 Hesperapis regularis.jpg,
75823913,225.04,2010,2235,778,774,0.27,121.04,2193,2314,1523,1526,Yes,Hesperapis,EMEC1751153,Hesperapis regularis,regularis,EMEC1751153 Hesperapis regularis.jpg,
75823918,252.07,1963,2215,593,587,0.21,106.02,2137,2243,1523,1521,Yes,Hesperapis,EMEC1751154,Hesperapis regularis,regularis,EMEC1751154 Hesperapis regularis.jpg,
75823922,148.05,2014,2162,589,585,0.3,89.05,2176,2265,1579,1576,Yes,Hesperapis,EMEC1751155,Hesperapis regularis,regularis,EMEC1751155 Hesperapis regularis.jpg,
75823926,246.0,2053,2299,554,554,0.17,83.02,2260,2343,1567,1565,Yes,Hesperapis,EMEC1751156,Hesperapis regularis,regularis,EMEC1751156 Hesperapis regularis.jpg,
75823930,250.0,2101,2351,731,730,0.19,95.27,2314,2388,1582,1642,Yes,Hesperapis,EMEC1751157,Hesperapis regularis,regularis,EMEC1751157 Hesperapis regularis.jpg,
75823934,247.02,2029,2276,595,592,0.21,102.96,2229,2331,1559,1573,Yes,Hesperapis,EMEC1751158,Hesperapis regularis,regularis,EMEC1751158 Hesperapis regularis.jpg,
75823938,243.05,1965,2208,579,574,0.12,58.86,2219,2277,1537,1527,Yes,Hesperapis,EMEC1751159,Hesperapis regularis,regularis,EMEC1751159 Hesperapis regularis.jpg,
75823942,247.01,1965,2212,591,589,0.2,98.13,2124,2222,1574,1569,Yes,Hesperapis,EMEC1751160,Hesperapis regularis,regularis,EMEC1751160 Hesperapis regularis.jpg,
75823945,297.06,2063,2360,591,585,0.08,50.04,2238,2288,1535,1533,Yes,Hesperapis,EMEC1751161,Hesperapis regularis,regularis,EMEC1751161 Hesperapis regularis.jpg,
75823951,246.01,1982,2228,588,590,0.19,94.09,2191,2285,1605,1601,Yes,Hesperapis,EMEC1751162,Hesperapis regularis,regularis,EMEC1751162 Hesperapis regularis.jpg,
75823955,246.0,1982,2228,575,576,0.22,107.02,2064,2171,1596,1598,Yes,Hesperapis,EMEC1751163,Hesperapis regularis,regularis,EMEC1751163 Hesperapis regularis.jpg,
75823959,246.03,1986,2232,585,589,0.18,90.0,2093,2183,1595,1595,Yes,Hesperapis,EMEC1751164,Hesperapis regularis,regularis,EMEC1751164 Hesperapis regularis.jpg,
75823962,248.01,1982,2230,580,582,0.23,116.0,2114,2230,1588,1588,Yes,Hesperapis,EMEC1751165,Hesperapis regularis,regularis,EMEC1751165 Hesperapis regularis.jpg,
75823968,247.0,1980,2227,594,595,0.2,99.02,2162,2261,1586,1588,Yes,Hesperapis,EMEC1751166,Hesperapis regularis,regularis,EMEC1751166 Hesperapis regularis.jpg,
75823972,248.02,1981,2229,570,573,0.26,126.78,2102,2228,1576,1590,Yes,Hesperapis,EMEC1751167,Hesperapis regularis,regularis,EMEC1751167 Hesperapis regularis.jpg,
75823977,249.02,1963,2212,581,584,0.22,111.16,2098,2209,1618,1624,Yes,Hesperapis,EMEC1751168,Hesperapis regularis,regularis,EMEC1751168 Hesperapis regularis.jpg,
75823983,147.0,2011,2158,614,614,0.31,90.09,2079,2169,1681,1677,Yes,Hesperapis,EMEC1751169,Hesperapis regularis,regularis,EMEC1751169 Hesperapis regularis.jpg,
75823989,245.0,1957,2202,610,609,0.21,101.0,2099,2200,1659,1658,Yes,Hesperapis,EMEC1751170,Hesperapis regularis,regularis,EMEC1751170 Hesperapis regularis.jpg,
75823993,241.03,2084,2325,582,586,0.25,122.04,2092,2214,1663,1666,Yes,Hesperapis,EMEC1751171,Hesperapis regularis,regularis,EMEC1751171 Hesperapis regularis.jpg,
75823994,194.0,2029,2223,550,551,0.3,115.6,2113,2183,1679,1587,Yes,Hesperapis,EMEC1751172,Hesperapis regularis,regularis,EMEC1751172 Hesperapis regularis.jpg,
75823998,246.0,1985,2231,574,573,0.26,126.06,2092,2218,1575,1571,Yes,Hesperapis,EMEC1751173,Hesperapis regularis,regularis,EMEC1751173 Hesperapis regularis.jpg,
75824004,245.0,1961,2206,605,605,0.22,110.0,2136,2246,1779,1778,Yes,Hesperapis,EMEC1751174,Hesperapis regularis,regularis,EMEC1751174 Hesperapis regularis.jpg,
75824009,250.02,2004,2254,733,736,0.23,113.11,2118,2231,1585,1590,Yes,Hesperapis,EMEC1751175,Hesperapis regularis,regularis,EMEC1751175 Hesperapis regularis.jpg,
75824013,247.0,1984,2231,585,584,0.24,118.11,2081,2199,1658,1663,Yes,Hesperapis,EMEC1751176,Hesperapis regularis,regularis,EMEC1751176 Hesperapis regularis.jpg,
75824017,343.11,2042,2236,867,584,0.18,120.27,2041,2161,1663,1671,Yes,Hesperapis,EMEC1751177,Hesperapis regularis,regularis,EMEC1751177 Hesperapis regularis.jpg,
75824021,248.0,1982,2230,579,580,0.22,110.16,2090,2200,1632,1638,Yes,Hesperapis,EMEC1751178,Hesperapis regularis,regularis,EMEC1751178 Hesperapis regularis.jpg,
75824025,143.0,2011,2154,604,604,0.36,104.0,2142,2246,1692,1692,Yes,Hesperapis,EMEC1751179,Hesperapis regularis,regularis,EMEC1751179 Hesperapis regularis.jpg,
75824029,149.0,2081,2230,573,574,0.34,101.04,2141,2242,1702,1705,Yes,Hesperapis,EMEC1751180,Hesperapis regularis,regularis,EMEC1751180 Hesperapis regularis.jpg,
75824035,219.24,1993,2192,764,856,0.3,133.02,2098,2231,1628,1626,Yes,Hesperapis,EMEC1751181,Hesperapis regularis,regularis,EMEC1751181 Hesperapis regularis.jpg,
75824037,247.0,1957,2204,613,613,0.03,17.0,2135,2118,1655,1655,No,Hesperapis,EMEC1751182,Hesperapis regularis,regularis,EMEC1751182 Hesperapis regularis.jpg,
75824040,248.0,2059,2307,594,594,0.22,106.68,2090,2196,1646,1658,Yes,Hesperapis,EMEC1751183,Hesperapis regularis,regularis,EMEC1751183 Hesperapis regularis.jpg,
75824043,246.0,1970,2216,587,586,0.23,112.11,2107,2219,1684,1689,Yes,Hesperapis,EMEC1751184,Hesperapis regularis,regularis,EMEC1751184 Hesperapis regularis.jpg,
75824047,267.01,1958,2225,606,608,0.29,154.12,2040,2194,1626,1632,Yes,Hesperapis,EMEC1751185,Hesperapis regularis,regularis,EMEC1751185 Hesperapis regularis.jpg,
75824051,238.0,1986,2224,568,569,0.23,109.42,2168,2262,1686,1742,Yes,Hesperapis,EMEC1751186,Hesperapis regularis,regularis,EMEC1751186 Hesperapis regularis.jpg,
75824055,244.0,1961,2205,594,594,0.22,107.38,2062,2169,1588,1597,Yes,Hesperapis,EMEC1751187,Hesperapis regularis,regularis,EMEC1751187 Hesperapis regularis.jpg,
75824061,245.0,1861,2106,537,537,0.23,114.69,2118,2203,1624,1701,Yes,Hesperapis,EMEC1751188,Hesperapis regularis,regularis,EMEC1751188 Hesperapis regularis.jpg,
75824065,150.0,2139,2289,592,593,0.33,99.18,2205,2304,1631,1625,Yes,Hesperapis,EMEC1751189,Hesperapis regularis,regularis,EMEC1751189 Hesperapis regularis.jpg,
75824069,321.13,2120,2441,945,936,0.27,171.4,2436,2599,1859,1806,Yes,Hesperapis,EMEC1751190,Hesperapis regularis,regularis,EMEC1751190 Hesperapis regularis.jpg,
75824073,134.18,2069,2172,768,854,0.27,73.01,2151,2224,1563,1562,Yes,Hesperapis,EMEC1751191,Hesperapis regularis,regularis,EMEC1751191 Hesperapis regularis.jpg,
75824076,241.01,1983,2224,586,588,0.2,98.01,2139,2237,1591,1592,Yes,Hesperapis,EMEC1751192,Hesperapis regularis,regularis,EMEC1751192 Hesperapis regularis.jpg,
75824081,240.03,1983,2223,601,597,0.22,104.04,2149,2253,1670,1667,Yes,Hesperapis,EMEC1751193,Hesperapis regularis,regularis,EMEC1751193 Hesperapis regularis.jpg,
75824084,250.0,1962,2212,607,607,0.2,100.04,2148,2248,1631,1634,Yes,Hesperapis,EMEC1751194,Hesperapis regularis,regularis,EMEC1751194 Hesperapis regularis.jpg,
75824088,248.0,1979,2227,594,595,0.21,105.12,2132,2237,1558,1553,Yes,Hesperapis,EMEC1751195,Hesperapis regularis,regularis,EMEC1751195 Hesperapis regularis.jpg,
75824092,248.0,1917,2165,615,614,0.25,122.2,2113,2235,1592,1585,Yes,Hesperapis,EMEC1751196,Hesperapis regularis,regularis,EMEC1751196 Hesperapis regularis.jpg,
75824095,182.6,1998,2158,764,852,0.44,159.26,2104,2234,1559,1651,Yes,Hesperapis,EMEC1751197,Hesperapis regularis,regularis,EMEC1751197 Hesperapis regularis.jpg,
75824100,246.0,2006,2252,670,671,0.2,96.02,2135,2231,1589,1587,Yes,Hesperapis,EMEC1751198,Hesperapis regularis,regularis,EMEC1751198 Hesperapis regularis.jpg,
75824106,251.0,1978,2229,588,589,0.18,91.09,2107,2198,1631,1627,Yes,Hesperapis,EMEC1751199,Hesperapis regularis,regularis,EMEC1751199 Hesperapis regularis.jpg,
75824110,215.68,2026,2230,775,845,0.19,82.0,2156,2238,1728,1728,Yes,Hesperapis,EMEC1751200,Hesperapis regularis,regularis,EMEC1751200 Hesperapis regularis.jpg,
75824114,250.0,1957,2207,594,594,0.24,119.07,2107,2226,1619,1615,Yes,Hesperapis,EMEC1751201,Hesperapis regularis,regularis,EMEC1751201 Hesperapis regularis.jpg,
75824118,149.0,2012,2161,589,588,0.25,74.01,2110,2184,1599,1600,Yes,Hesperapis,EMEC1751202,Hesperapis regularis,regularis,EMEC1751202 Hesperapis regularis.jpg,
75824121,151.01,2006,2157,609,611,0.26,78.16,2117,2195,1653,1658,Yes,Hesperapis,EMEC1751203,Hesperapis regularis,regularis,EMEC1751203 Hesperapis regularis.jpg,
75824127,254.03,1976,2230,589,593,0.25,126.06,2154,2280,1598,1594,Yes,Hesperapis,EMEC1751204,Hesperapis regularis,regularis,EMEC1751204 Hesperapis regularis.jpg,
75824132,250.0,1959,2209,596,596,0.26,128.06,2097,2225,1688,1684,Yes,Hesperapis,EMEC1751205,Hesperapis regularis,regularis,EMEC1751205 Hesperapis regularis.jpg,
75824138,149.01,2014,2163,590,588,0.39,116.07,2104,2220,1693,1689,Yes,Hesperapis,EMEC1751206,Hesperapis regularis,regularis,EMEC1751206 Hesperapis regularis.jpg,
75824140,219.54,2017,2219,761,847,0.35,155.01,2116,2271,1649,1647,Yes,Hesperapis,EMEC1751207,Hesperapis regularis,regularis,EMEC1751207 Hesperapis regularis.jpg,
75824145,249.01,1979,2228,589,591,0.23,113.28,2134,2247,1564,1572,Yes,Hesperapis,EMEC1751208,Hesperapis regularis,regularis,EMEC1751208 Hesperapis regularis.jpg,
75824148,156.0,1978,2134,576,577,0.23,72.01,2151,2223,1632,1633,Yes,Hesperapis,EMEC1751209,Hesperapis regularis,regularis,EMEC1751209 Hesperapis regularis.jpg,
75824152,148.0,2016,2164,607,606,0.27,80.1,2282,2362,1674,1678,No,Hesperapis,EMEC1751210,Hesperapis regularis,regularis,EMEC1751210 Hesperapis regularis.jpg,
75824156,250.0,1911,2161,588,589,0.14,68.07,2152,2220,1714,1711,Yes,Hesperapis,EMEC1751211,Hesperapis regularis,regularis,EMEC1751211 Hesperapis regularis.jpg,
75824160,247.0,1959,2206,608,608,0.22,110.02,2122,2232,1646,1644,Yes,Hesperapis,EMEC1751212,Hesperapis regularis,regularis,EMEC1751212 Hesperapis regularis.jpg,
75824164,212.55,2003,2206,778,841,0.17,72.03,2130,2202,1617,1619,Yes,Hesperapis,EMEC1751213,Hesperapis regularis,regularis,EMEC1751213 Hesperapis regularis.jpg,
75824168,211.15,2028,2225,781,857,0.24,103.08,2182,2285,1703,1699,No,Hesperapis,EMEC1751214,Hesperapis regularis,regularis,EMEC1751214 Hesperapis regularis.jpg,
75824172,249.0,1984,2233,590,591,0.26,127.06,2185,2312,1621,1625,Yes,Hesperapis,EMEC1751215,Hesperapis regularis,regularis,EMEC1751215 Hesperapis regularis.jpg,
75824176,150.0,2012,2162,593,593,0.42,127.0,2134,2261,1612,1613,Yes,Hesperapis,EMEC1751216,Hesperapis regularis,regularis,EMEC1751216 Hesperapis regularis.jpg,
75824180,201.12,1997,2188,794,857,0.3,119.0,2094,2213,1677,1676,Yes,Hesperapis,EMEC1751217,Hesperapis regularis,regularis,EMEC1751217 Hesperapis regularis.jpg,
75824185,246.0,1960,2206,609,610,0.26,126.78,2094,2220,1612,1598,Yes,Hesperapis,EMEC1751218,Hesperapis regularis,regularis,EMEC1751218 Hesperapis regularis.jpg,
75824191,143.0,2157,2300,611,610,0.48,138.18,2298,2436,1776,1769,No,Hesperapis,EMEC1751219,Hesperapis regularis,regularis,EMEC1751219 Hesperapis regularis.jpg,
75824196,245.0,1982,2227,603,603,0.26,129.1,2124,2253,1787,1782,Yes,Hesperapis,EMEC1751220,Hesperapis regularis,regularis,EMEC1751220 Hesperapis regularis.jpg,
75824199,241.02,2157,2398,606,609,0.22,107.04,2111,2218,1621,1624,Yes,Hesperapis,EMEC1751221,Hesperapis regularis,regularis,EMEC1751221 Hesperapis regularis.jpg,
75824206,253.0,1958,2211,604,603,0.14,71.57,2172,2243,1736,1727,Yes,Hesperapis,EMEC1751222,Hesperapis regularis,regularis,EMEC1751222 Hesperapis regularis.jpg,
75824210,225.02,2128,2353,872,875,0.35,156.03,2100,2196,1591,1714,No,Hesperapis,EMEC1751223,Hesperapis regularis,regularis,EMEC1751223 Hesperapis regularis.jpg,
75824218,246.01,1956,2202,601,603,0.23,115.11,2108,2223,1609,1604,Yes,Hesperapis,EMEC1751224,Hesperapis regularis,regularis,EMEC1751224 Hesperapis regularis.jpg,
75824225,247.0,2029,2276,714,714,0.22,109.02,2106,2215,1688,1686,Yes,Hesperapis,EMEC1751225,Hesperapis regularis,regularis,EMEC1751225 Hesperapis regularis.jpg,
75824230,242.0,1978,2220,900,899,0.27,131.1,2073,2204,1713,1708,Yes,Hesperapis,EMEC1751226,Hesperapis regularis,regularis,EMEC1751226 Hesperapis regularis.jpg,
75824236,248.02,1981,2229,598,601,0.24,120.15,2123,2243,1662,1656,Yes,Hesperapis,EMEC1751227,Hesperapis regularis,regularis,EMEC1751227 Hesperapis regularis.jpg,
75824242,247.0,1982,2229,586,587,0.21,102.24,2217,2319,1618,1611,Yes,Hesperapis,EMEC1751228,Hesperapis regularis,regularis,EMEC1751228 Hesperapis regularis.jpg,
75824246,246.0,1959,2205,608,608,0.23,115.0,2123,2238,1652,1652,Yes,Hesperapis,EMEC1751229,Hesperapis regularis,regularis,EMEC1751229 Hesperapis regularis.jpg,
75824250,250.0,1997,2247,658,657,0.21,104.12,2198,2302,1621,1626,Yes,Hesperapis,EMEC1751230,Hesperapis regularis,regularis,EMEC1751230 Hesperapis regularis.jpg,
75824253,247.0,1959,2206,599,599,0.18,88.0,2144,2232,1630,1630,Yes,Hesperapis,EMEC1751231,Hesperapis regularis,regularis,EMEC1751231 Hesperapis regularis.jpg,
75824258,249.0,1959,2208,606,606,0.22,111.45,2090,2201,1654,1644,Yes,Hesperapis,EMEC1751232,Hesperapis regularis,regularis,EMEC1751232 Hesperapis regularis.jpg,
75824261,149.01,2007,2156,595,593,0.24,73.0,1995,2068,1680,1680,Yes,Hesperapis,EMEC1751233,Hesperapis regularis,regularis,EMEC1751233 Hesperapis regularis.jpg,
75824267,152.0,2008,2160,612,612,0.2,60.03,2088,2148,1688,1690,Yes,Hesperapis,EMEC1751234,Hesperapis regularis,regularis,EMEC1751234 Hesperapis regularis.jpg,
75824271,249.0,1958,2207,601,601,0.25,126.0,2127,2253,1711,1710,Yes,Hesperapis,EMEC1751235,Hesperapis regularis,regularis,EMEC1751235 Hesperapis regularis.jpg,
75824274,246.0,1958,2204,611,611,0.23,112.11,2083,2195,1652,1647,Yes,Hesperapis,EMEC1751236,Hesperapis regularis,regularis,EMEC1751236 Hesperapis regularis.jpg,
75824279,247.0,1977,2224,780,780,0.25,122.26,2114,2236,1725,1717,Yes,Hesperapis,EMEC1751237,Hesperapis regularis,regularis,EMEC1751237 Hesperapis regularis.jpg,
75824285,253.01,1929,2182,573,571,0.14,71.11,2174,2245,1607,1603,Yes,Hesperapis,EMEC1751238,Hesperapis regularis,regularis,EMEC1751238 Hesperapis regularis.jpg,
75824289,247.0,1963,2210,610,609,0.23,115.41,2118,2232,1671,1653,Yes,Hesperapis,EMEC1751239,Hesperapis regularis,regularis,EMEC1751239 Hesperapis regularis.jpg,
75824294,148.0,1965,2113,599,600,0.23,67.48,2149,2216,1665,1657,Yes,Hesperapis,EMEC1751240,Hesperapis regularis,regularis,EMEC1751240 Hesperapis regularis.jpg,
75824297,151.0,2010,2161,592,593,0.38,115.21,2087,2202,1614,1607,Yes,Hesperapis,EMEC1751241,Hesperapis regularis,regularis,EMEC1751241 Hesperapis regularis.jpg,
75824302,248.0,1960,2208,604,605,0.25,125.14,2141,2266,1660,1654,Yes,Hesperapis,EMEC1751242,Hesperapis regularis,regularis,EMEC1751242 Hesperapis regularis.jpg,
75824305,252.0,1957,2209,601,600,0.2,102.18,2155,2257,1703,1709,Yes,Hesperapis,EMEC1751243,Hesperapis regularis,regularis,EMEC1751243 Hesperapis regularis.jpg,
75824310,244.0,1963,2207,604,604,0.24,118.0,2124,2242,1699,1698,No,Hesperapis,EMEC1751244,Hesperapis regularis,regularis,EMEC1751244 Hesperapis regularis.jpg,
75824316,50.0,2081,2131,596,596,0.55,55.0,2149,2204,1674,1674,Yes,Hesperapis,EMEC1751245,Hesperapis regularis,regularis,EMEC1751245 Hesperapis regularis.jpg,
75824320,248.0,1979,2227,592,593,0.21,103.02,2131,2234,1637,1639,Yes,Hesperapis,EMEC1751246,Hesperapis regularis,regularis,EMEC1751246 Hesperapis regularis.jpg,
75824324,246.0,1957,2203,604,604,0.19,94.19,2133,2227,1616,1622,Yes,Hesperapis,EMEC1751247,Hesperapis regularis,regularis,EMEC1751247 Hesperapis regularis.jpg,
75824328,251.0,1958,2209,524,525,0.23,117.02,2117,2234,1655,1653,Yes,Hesperapis,EMEC1751248,Hesperapis regularis,regularis,EMEC1751248 Hesperapis regularis.jpg,
75824332,247.0,1962,2209,607,607,0.2,100.04,2127,2227,1560,1557,Yes,Hesperapis,EMEC1751249,Hesperapis regularis,regularis,EMEC1751249 Hesperapis regularis.jpg,
75824339,49.0,2060,2109,615,615,0.73,71.18,2027,2098,1625,1620,Yes,Hesperapis,EMEC1751250,Hesperapis regularis,regularis,EMEC1751250 Hesperapis regularis.jpg,
75824344,117.89,2066,2163,790,857,0.36,85.09,2187,2272,1700,1696,Yes,Hesperapis,EMEC1751251,Hesperapis regularis,regularis,EMEC1751251 Hesperapis regularis.jpg,
75824347,249.0,1988,2237,600,601,0.23,113.28,2146,2259,1618,1610,Yes,Hesperapis,EMEC1751252,Hesperapis regularis,regularis,EMEC1751252 Hesperapis regularis.jpg,
75824354,243.0,1968,2211,612,611,0.23,112.0,2139,2251,1672,1673,Yes,Hesperapis,EMEC1751253,Hesperapis regularis,regularis,EMEC1751253 Hesperapis regularis.jpg,
75824357,248.01,2184,2432,574,576,0.23,115.21,2318,2433,1702,1695,No,Hesperapis,EMEC1751254,Hesperapis regularis,regularis,EMEC1751254 Hesperapis regularis.jpg,
75824359,306.01,2008,2314,614,616,0.21,127.01,2129,2255,1726,1710,Yes,Hesperapis,EMEC1751255,Hesperapis regularis,regularis,EMEC1751255 Hesperapis regularis.jpg,
75824363,210.09,2033,2230,772,845,0.28,118.04,2170,2288,1670,1673,Yes,Hesperapis,EMEC1751256,Hesperapis regularis,regularis,EMEC1751256 Hesperapis regularis.jpg,
75824366,248.77,1919,2138,794,912,0.3,151.05,2120,2271,1721,1725,Yes,Hesperapis,EMEC1751257,Hesperapis regularis,regularis,EMEC1751257 Hesperapis regularis.jpg,
75824373,225.0,1997,2222,822,821,0.29,129.02,2130,2259,1721,1723,Yes,Hesperapis,EMEC1751258,Hesperapis regularis,regularis,EMEC1751258 Hesperapis regularis.jpg,
75824377,253.0,1965,2218,589,589,0.24,122.07,2110,2232,1654,1658,Yes,Hesperapis,EMEC1751259,Hesperapis regularis,regularis,EMEC1751259 Hesperapis regularis.jpg,
75824381,242.0,1961,2203,603,604,0.24,117.02,2105,2222,1665,1663,Yes,Hesperapis,EMEC1751260,Hesperapis regularis,regularis,EMEC1751260 Hesperapis regularis.jpg,
75824385,249.0,1965,2214,603,604,0.2,98.05,2149,2247,1688,1685,No,Hesperapis,EMEC1751261,Hesperapis regularis,regularis,EMEC1751261 Hesperapis regularis.jpg,
75824389,246.0,1984,2230,601,601,0.23,113.11,2141,2254,1663,1658,Yes,Hesperapis,EMEC1751262,Hesperapis regularis,regularis,EMEC1751262 Hesperapis regularis.jpg,
75824393,162.01,1971,2133,580,582,0.37,121.15,2176,2297,1627,1633,No,Hesperapis,EMEC1751263,Hesperapis regularis,regularis,EMEC1751263 Hesperapis regularis.jpg,
75824397,147.0,2033,2180,593,593,0.41,120.0,2122,2242,1566,1565,Yes,Hesperapis,EMEC1751264,Hesperapis regularis,regularis,EMEC1751264 Hesperapis regularis.jpg,
75824404,245.0,1964,2209,610,610,0.25,121.0,2154,2275,1576,1576,Yes,Hesperapis,EMEC1751265,Hesperapis regularis,regularis,EMEC1751265 Hesperapis regularis.jpg,
75824409,251.0,1916,2167,594,595,0.13,66.01,2140,2206,1610,1611,Yes,Hesperapis,EMEC1751266,Hesperapis regularis,regularis,EMEC1751266 Hesperapis regularis.jpg,
75824414,248.0,1967,2215,588,589,0.26,130.03,2123,2253,1569,1572,Yes,Hesperapis,EMEC1751267,Hesperapis regularis,regularis,EMEC1751267 Hesperapis regularis.jpg,
75824419,246.02,1966,2212,615,612,0.26,127.14,2101,2228,1631,1625,Yes,Hesperapis,EMEC1751268,Hesperapis regularis,regularis,EMEC1751268 Hesperapis regularis.jpg,
75824423,236.03,1996,2232,777,781,0.28,132.0,2062,2194,1689,1689,Yes,Hesperapis,EMEC1751269,Hesperapis regularis,regularis,EMEC1751269 Hesperapis regularis.jpg,
75824427,196.7,2059,2240,988,1065,0.33,130.02,2149,2279,1616,1614,Yes,Hesperapis,EMEC1751270,Hesperapis regularis,regularis,EMEC1751270 Hesperapis regularis.jpg,
75824432,251.0,1958,2209,622,621,0.15,72.84,2130,2202,1622,1611,Yes,Hesperapis,EMEC1751271,Hesperapis regularis,regularis,EMEC1751271 Hesperapis regularis.jpg,
